today	sectionAA1_sub_office	sectionAA2_district	sectionAA3_village	sectionAA3_village_checked	Village_Name	sectionAA5_nationality	sectionAA6_gender	sectionAA7_age	sectionAA8_age_group	sectionAA8a_pregnant	sectionAA8a_caregiver	_GPS_Coordinates_latitude	_GPS_Coordinates_longitude	geo
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	38	adult		yes	33.8663271	35.98005261	"33.8663271,35.98005261"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	23	youth	no	yes	33.85805244	35.96117168	"33.85805244,35.96117168"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	24	youth	no	no	33.86939338	35.96782407	"33.86939338,35.96782407"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	23	youth	no	yes	33.86915637	35.96757775	"33.86915637,35.96757775"
10/15/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	20	youth	no	no	33.77634427	35.90374885	"33.77634427,35.90374885"
10/15/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	20	youth	no	no	33.77626536	35.90412813	"33.77626536,35.90412813"
10/15/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	19	youth	no	no	33.77595856	35.90377889	"33.77595856,35.90377889"
10/15/2014	bekaa	zahle	LBN25012	LBN25034	Jdita	syrian	male	12	adolescents		no	33.81788843	35.847554	"33.81788843,35.847554"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	19	youth		no	33.86848954	35.96788124	"33.86848954,35.96788124"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	16	adolescents		no	33.86932376	35.96355901	"33.86932376,35.96355901"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	37	adult		yes	33.86644206	35.98061925	"33.86644206,35.98061925"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	21	youth	no	yes	33.85773437	35.96134887	"33.85773437,35.96134887"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	37	adult		yes	33.86902449	35.96748703	"33.86902449,35.96748703"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	33	adult		yes	33.86930292	35.96783325	"33.86930292,35.96783325"
10/15/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	36	adult	no	yes	33.77385886	35.89967946	"33.77385886,35.89967946"
10/15/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	28	adult	no	yes	33.77462417	35.90105096	"33.77462417,35.90105096"
10/15/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	21	adult	yes	yes	33.773382	35.90122667	"33.773382,35.90122667"
10/15/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	65	adult	no	yes	33.77375873	35.90159609	"33.77375873,35.90159609"
10/15/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	prl	male	38	adult		no	33.77669286	35.89697785	"33.77669286,35.89697785"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	50	adult	no	yes	33.86911204	35.96597656	"33.86911204,35.96597656"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	25	adult	no	yes	33.86974772	35.97684237	"33.86974772,35.97684237"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	25	adult	no	no	33.87078444	35.96657495	"33.87078444,35.96657495"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	38	adult	no	no	33.86918421	35.96512604	"33.86918421,35.96512604"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	33	adult	no	no	33.86939388	35.96500534	"33.86939388,35.96500534"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	70	adult	no	no	33.86929301	35.97866046	"33.86929301,35.97866046"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	17	adolescents	no	no	33.86936593	35.96870025	"33.86936593,35.96870025"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	68	adult	no	no	33.86928429	35.96868759	"33.86928429,35.96868759"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	17	adolescents	no	no	33.86903396	35.96599901	"33.86903396,35.96599901"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	14	adolescents	no	no	33.86904339	35.96593799	"33.86904339,35.96593799"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	14	adolescents	no	no	33.8690343	35.96596917	"33.8690343,35.96596917"
10/15/2014	bekaa	zahle	LBN25074	LBN25006	Bar Elias	syrian	male	16	adolescents		no	33.77190166	35.90884625	"33.77190166,35.90884625"
10/15/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	male	30	adult		yes	33.77182855	35.90899025	"33.77182855,35.90899025"
10/15/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	male	45	adult		yes	33.77182568	35.90893441	"33.77182568,35.90893441"
10/15/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	male	13	adolescents		no	33.77182153	35.90902904	"33.77182153,35.90902904"
10/15/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	male	17	adolescents		yes	33.77178448	35.90888478	"33.77178448,35.90888478"
10/15/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	male	29	adult		yes	33.77180885	35.90902105	"33.77180885,35.90902105"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	male	18	youth		yes	34.64327279	36.35217716	"34.64327279,36.35217716"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	male	45	adult		yes	34.64330416	36.35239118	"34.64330416,36.35239118"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	male	18	youth		yes	34.64353232	36.35252081	"34.64353232,36.35252081"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	male	66	adult		yes	34.64318473	36.35264435	"34.64318473,36.35264435"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	male	26	adult		yes	34.64257164	36.35213668	"34.64257164,36.35213668"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	male	52	adult		yes	34.64369146	36.35314643	"34.64369146,36.35314643"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	70	adult	no	no	34.64329282	36.35252167	"34.64329282,36.35252167"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	26	adult	yes	no	34.6433129	36.35253165	"34.6433129,36.35253165"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	26	adult	no	no	34.64340049	36.35277648	"34.64340049,36.35277648"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	28	adult	yes	no	34.64311605	36.35282351	"34.64311605,36.35282351"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	43	adult	yes	no	34.64276221	36.35249837	"34.64276221,36.35249837"
10/16/2014	akkar	akkar	LBN51252	LBN51019	Akroum	lebanese	female	27	adult	yes	no	34.6415299	36.35167041	"34.6415299,36.35167041"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	30	adult	no	no	34.64386753	36.35321042	"34.64386753,36.35321042"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	25	adult	no	no	34.64380475	36.35317295	"34.64380475,36.35317295"
1/2/2012	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	24	youth	no	yes	34.51684481	35.98974704	"34.51684481,35.98974704"
1/2/2012	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	36	adult	no	yes	34.51579012	35.99220436	"34.51579012,35.99220436"
1/2/2012	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	53	adult	no	yes	34.51583044	35.99204385	"34.51583044,35.99204385"
10/16/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	44	adult	no	yes	34.4992701	36.01316549	"34.4992701,36.01316549"
10/16/2014	akkar	akkar	LBN51208	LBN55045	El Minie	lebanese	female	18	youth	no	no	34.48286223	35.93460996	"34.48286223,35.93460996"
10/16/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	25	adult	no	yes	34.50459173	36.00978641	"34.50459173,36.00978641"
10/16/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	24	youth	no	yes	34.50195411	36.01231699	"34.50195411,36.01231699"
10/16/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	21	youth	no	no	34.49993131	36.01301855	"34.49993131,36.01301855"
10/15/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	13	adolescents		no	34.50537317	36.00872744	"34.50537317,36.00872744"
10/15/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	12	adolescents		no	34.50170362	36.01234524	"34.50170362,36.01234524"
10/15/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	24	youth		yes	34.51579171	35.9921819	"34.51579171,35.9921819"
10/15/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	22	youth		no	34.51584217	35.9922285	"34.51584217,35.9922285"
10/15/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	21	youth		no	34.51581187	35.99186908	"34.51581187,35.99186908"
10/15/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	23	youth		no	34.49990189	36.01290322	"34.49990189,36.01290322"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	14	adolescents		no	34.58580646	36.22368858	"34.58580646,36.22368858"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	27	adult		yes	34.58593018	36.22384035	"34.58593018,36.22384035"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	12	adolescents		no	34.58589984	36.22384253	"34.58589984,36.22384253"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	34	adult		yes	34.58596722	36.22361677	"34.58596722,36.22361677"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	30	adult		yes	34.58598366	36.22375754	"34.58598366,36.22375754"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	28	adult		no	34.58588249	36.22364639	"34.58588249,36.22364639"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	18	youth		no	34.58836101	36.22033311	"34.58836101,36.22033311"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	14	adolescents		no	34.58572579	36.22380204	"34.58572579,36.22380204"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	female	19	youth	no	no	34.58586364	36.22364792	"34.58586364,36.22364792"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	19	youth		no	34.58385738	36.22012717	"34.58385738,36.22012717"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	19	youth		no	34.58685923	36.21989876	"34.58685923,36.21989876"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	19	youth		no	34.58790242	36.21979448	"34.58790242,36.21979448"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	female	20	youth	no	no	34.5881171	36.22031766	"34.5881171,36.22031766"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	15	adolescents		no	34.58729487	36.22135023	"34.58729487,36.22135023"
10/15/2014	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	male	37	adult		yes	33.88999911	35.50684992	"33.88999911,35.50684992"
10/16/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	54	adult		yes	34.49870763	36.01309374	"34.49870763,36.01309374"
10/16/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	27	adult		no	34.49845521	36.01350806	"34.49845521,36.01350806"
10/16/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	16	adolescents		no	34.49865382	36.01351786	"34.49865382,36.01351786"
10/16/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	14	adolescents		no	34.50120385	36.01697423	"34.50120385,36.01697423"
10/16/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	34	adult		yes	34.50110934	36.01673207	"34.50110934,36.01673207"
10/17/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	32	adult		no	34.50173073	36.0168459	"34.50173073,36.0168459"
10/16/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	33	adult	yes	yes	34.49862227	36.01294385	"34.49862227,36.01294385"
10/16/2014	akkar	akkar	LBN51252	LBN51208	Ouadi Ej jamous	lebanese	female	20	youth	yes	yes	34.49868076	36.01372153	"34.49868076,36.01372153"
10/16/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	32	adult	no	yes	34.50112124	36.01669292	"34.50112124,36.01669292"
10/16/2014	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	43	adult	no	yes	34.49963835	36.01464959	"34.49963835,36.01464959"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	21	youth		yes	33.61650605	35.4486461	"33.61650605,35.4486461"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	20	youth		yes	33.6167366	35.44869567	"33.6167366,35.44869567"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	20	youth		yes	33.61695333	35.44831208	"33.61695333,35.44831208"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	18	youth		yes	33.61766158	35.44598377	"33.61766158,35.44598377"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	18	youth		no	33.6176741	35.45034667	"33.6176741,35.45034667"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	20	youth		yes	33.61754778	35.45054201	"33.61754778,35.45054201"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	20	youth		no	33.61647207	35.44859118	"33.61647207,35.44859118"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33187	Sibline	syrian	male	18	youth		yes	33.62028242	35.43656302	"33.62028242,35.43656302"
10/15/2014	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	18	youth		no	33.86930559	35.96853418	"33.86930559,35.96853418"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	female	51	adult	no	yes	34.58679812	36.21733256	"34.58679812,36.21733256"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	female	26	adult	yes	yes	34.58631294	36.22252163	"34.58631294,36.22252163"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	male	13	adolescents		no	34.58632363	36.2225145	"34.58632363,36.2225145"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	male	16	adolescents		no	34.58679192	36.21728319	"34.58679192,36.21728319"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	male	15	adolescents		no	34.58291458	36.21832397	"34.58291458,36.21832397"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	female	27	adult	yes	yes	34.58633695	36.22256789	"34.58633695,36.22256789"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	male	14	adolescents		no	34.58417057	36.22096963	"34.58417057,36.22096963"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	female	40	adult	no	yes	34.58675701	36.21732652	"34.58675701,36.21732652"
10/16/2014	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	lebanese	female	15	adolescents	no	no	34.58362859	36.22005994	"34.58362859,36.22005994"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	35	adult	no	yes	34.64473965	36.35216334	"34.64473965,36.35216334"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	45	adult	no	yes	34.64430629	36.35254984	"34.64430629,36.35254984"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	38	adult	no	yes	34.64377715	36.35278454	"34.64377715,36.35278454"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	39	adult	no	yes	34.64396333	36.35383359	"34.64396333,36.35383359"
10/16/2014	akkar	akkar	LBN51252	LBN51019	Akroum	lebanese	female	20	youth	no	no	34.64137768	36.35130643	"34.64137768,36.35130643"
10/16/2014	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	20	youth	no	no	34.64408119	36.35628403	"34.64408119,36.35628403"
10/16/2014	akkar	akkar	LBN51195	LBN51195	Mqaible	lebanese	male	18	youth		no	34.64460426	36.3521123	"34.64460426,36.3521123"
10/16/2014	akkar	akkar	LBN51195	LBN51195	Mqaible	lebanese	male	18	youth		no	34.64379729	36.35279291	"34.64379729,36.35279291"
10/16/2014	akkar	akkar	LBN51195	LBN51195	Mqaible	lebanese	male	13	adolescents		no	34.6445193	36.35483692	"34.6445193,36.35483692"
10/16/2014	akkar	akkar	LBN51195	LBN51019	Akroum	lebanese	male	15	adolescents		no	34.64883984	36.35105602	"34.64883984,36.35105602"
10/16/2014	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	56	adult		yes	33.62037507	35.43657973	"33.62037507,35.43657973"
10/16/2014	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	63	adult		yes	33.62168332	35.43556202	"33.62168332,35.43556202"
10/16/2014	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	74	adult		yes	33.62185723	35.43558187	"33.62185723,35.43558187"
10/16/2014	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	male	83	adult		yes	33.62197638	35.43556193	"33.62197638,35.43556193"
10/16/2014	beirut_lbn	chouf	LBN33181	LBN33187	Sibline	syrian	male	34	adult		yes	33.62141834	35.43536302	"33.62141834,35.43536302"
10/16/2014	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	syrian	male	41	adult		yes	33.62501166	35.43570324	"33.62501166,35.43570324"
10/16/2014	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	syrian	male	44	adult		yes	33.62607511	35.43610482	"33.62607511,35.43610482"
10/16/2014	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	syrian	male	32	adult		yes	33.62299707	35.43336351	"33.62299707,35.43336351"
10/16/2014	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	female	26	adult	no	no	33.61971107	35.43407656	"33.61971107,35.43407656"
10/16/2014	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	female	38	adult	no	no	33.61990806	35.43336483	"33.61990806,35.43336483"
10/16/2014	beirut_lbn	chouf	LBN33187	LBN33187	Sibline	lebanese	female	50	adult	no	no	33.62195458	35.43552583	"33.62195458,35.43552583"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	37	adult	yes	yes	33.61671939	35.4464894	"33.61671939,35.4464894"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	21	youth	yes	no	33.61670052	35.44632933	"33.61670052,35.44632933"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	18	youth	no	no	33.61760776	35.44584147	"33.61760776,35.44584147"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	18	youth	no	no	33.61726165	35.44588714	"33.61726165,35.44588714"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	18	adult	yes	yes	33.61491465	35.45529524	"33.61491465,35.45529524"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	23	youth	yes	yes	33.61684726	35.44664039	"33.61684726,35.44664039"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33141	Mazboud	lebanese	female	36	adult	yes	yes	33.61405776	35.47207304	"33.61405776,35.47207304"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	18	youth	no	no	33.61762301	35.44578837	"33.61762301,35.44578837"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	45	adult	no	yes	33.6176954	35.44485498	"33.6176954,35.44485498"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	26	adult	no	yes	33.61933648	35.45594667	"33.61933648,35.45594667"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	42	adult	no	yes	33.61928387	35.45598323	"33.61928387,35.45598323"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	34	adult	no	yes	33.61919492	35.4562675	"33.61919492,35.4562675"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	45	adult	no	yes	33.61938564	35.45575549	"33.61938564,35.45575549"
10/16/2014	beirut_lbn	chouf	LBN33045	LBN33113	Ketermaya	lebanese	female	31	adult	no	yes	33.61529622	35.4537867	"33.61529622,35.4537867"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	55	adult	no	yes	33.61731964	35.4455225	"33.61731964,35.4455225"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	30	adult	no	yes	33.61649228	35.44917096	"33.61649228,35.44917096"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	17	adolescents		no	33.61721391	35.44871721	"33.61721391,35.44871721"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	40	adult		yes	33.61704296	35.44853688	"33.61704296,35.44853688"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	17	adolescents		no	33.61624277	35.44862747	"33.61624277,35.44862747"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	17	adolescents		no	33.61655832	35.44853149	"33.61655832,35.44853149"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	53	adult		yes	33.61660973	35.44851401	"33.61660973,35.44851401"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	31	adult		yes	33.61639402	35.4481849	"33.61639402,35.4481849"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	25	adult		no	33.61655234	35.447842	"33.61655234,35.447842"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	male	13	adolescents		no	33.6166166	35.44848977	"33.6166166,35.44848977"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	43	adult	no	no	33.61520492	35.45230712	"33.61520492,35.45230712"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	36	adult	no	no	33.61498045	35.45220637	"33.61498045,35.45220637"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	14	adolescents	no	no	33.6151928	35.45211995	"33.6151928,35.45211995"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	38	adult	no	no	33.61457372	35.4527045	"33.61457372,35.4527045"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	25	adult	no	no	33.61506276	35.45230745	"33.61506276,35.45230745"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	14	adolescents	no	no	33.61569006	35.45193614	"33.61569006,35.45193614"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	13	adolescents	no	no	33.61597555	35.45158619	"33.61597555,35.45158619"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	female	13	adolescents	no	no	33.62006432	35.45259479	"33.62006432,35.45259479"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	14	adolescents	no	no	33.62219125	35.44547073	"33.62219125,35.44547073"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	14	adolescents	no	no	33.62218136	35.44565198	"33.62218136,35.44565198"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	17	adolescents	no	no	33.62256061	35.44586595	"33.62256061,35.44586595"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	27	adult	no	no	33.6165779	35.44797626	"33.6165779,35.44797626"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	26	adult	no	no	33.61638173	35.44844313	"33.61638173,35.44844313"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	16	adolescents	no	no	33.61639605	35.44866623	"33.61639605,35.44866623"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	35	adult	no	no	33.61659267	35.44822087	"33.61659267,35.44822087"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	lebanese	female	28	adult	no	no	33.61724216	35.44667715	"33.61724216,35.44667715"
10/16/2014	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	57	adult	no	yes	33.62496016	35.47929964	"33.62496016,35.47929964"
10/16/2014	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	38	adult	no	yes	33.624925	35.48054256	"33.624925,35.48054256"
10/16/2014	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	33	adult	no	yes	33.62422104	35.48259923	"33.62422104,35.48259923"
10/16/2014	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	22	youth	no	no	33.6238443	35.48282221	"33.6238443,35.48282221"
10/16/2014	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	43	adult	no	yes	33.62353394	35.4821544	"33.62353394,35.4821544"
10/16/2014	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	58	adult	no	yes	33.61712876	35.48914943	"33.61712876,35.48914943"
10/16/2014	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	20	youth	no	no	33.6170845	35.48921281	"33.6170845,35.48921281"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	25	adult		yes	33.61641022	35.44876264	"33.61641022,35.44876264"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	37	adult		yes	33.61637358	35.44874175	"33.61637358,35.44874175"
10/16/2014	beirut_lbn	chouf	LBN33113	LBN33113	Ketermaya	syrian	male	29	adult		no	33.61629379	35.448599	"33.61629379,35.448599"
