today	sectionAA1_sub_office	sectionAA2_district	sectionAA3_village	sectionAA3_village_checked	Village Name	sectionAA5_nationality	sectionAA6_gender	sectionAA7_age	sectionAA8_age_group	sectionAA8a_pregnant	sectionAA8a_caregiver	_GPS_Coordinates_latitude	_GPS_Coordinates_longitude
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	lebanese	male	82	adult		yes	33.64403451	35.43766582
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	lebanese	male	12	adolescents		no	33.64644772	35.44169689
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	lebanese	male	14	adolescents		no	33.65111536	35.44530042
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	syrian	male	19	youth		yes	33.642456	35.43609879
2014-10-14	beirut_lbn	chouf	LBN33109	LBN33109	Jiye	lebanese	male	62	adult		yes	33.66173202	35.42193371
2014-10-14	beirut_lbn	chouf	LBN33109	LBN33109	Jiye	lebanese	male	58	adult		yes	33.66323952	35.42192477
2014-10-14	beirut_lbn	chouf	LBN33109	LBN33109	Jiye	syrian	male	35	adult		yes	33.66650445	35.42284712
2014-10-14	beirut_lbn	chouf	LBN33109	LBN33109	Jiye	syrian	male	48	adult		yes	33.64885721	35.40650483
2014-10-14	beirut_lbn	chouf	LBN33109	LBN33109	Jiye	syrian	male	42	adult		yes	33.65663732	35.41892272
2014-10-14	beirut_lbn	chouf	LBN33109	LBN33109	Jiye	lebanese	male	26	adult		yes	33.66147909	35.42076775
2014-10-14	beirut_lbn	chouf	LBN33109	LBN33109	Jiye	syrian	male	26	adult		yes	33.66133056	35.41903778
2014-10-14	beirut_lbn	chouf	LBN33109	LBN33109	Jiye	lebanese	male	47	adult		yes	33.67295867	35.42359055
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	syrian	female	18	youth	no	no	33.64902477	35.44249563
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	syrian	male	25	adult		yes	33.64896569	35.44255921
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	syrian	female	26	adult	no	yes	33.64913152	35.44261817
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	syrian	female	18	youth	no	no	33.64878267	35.44245898
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	syrian	female	18	youth	no	no	33.64948094	35.44271499
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	lebanese	female	14	adolescents	no	no	33.64531456	35.43988558
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	syrian	male	35	adult		yes	33.64919826	35.44324503
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	syrian	male	42	adult		no	33.64920318	35.44311902
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	syrian	male	32	adult		yes	33.64921767	35.44321294
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	syrian	male	29	adult		yes	33.6487769	35.44316659
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	syrian	male	17	adolescents		no	33.64916066	35.44324579
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	syrian	male	16	adolescents		no	33.64914765	35.44321443
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	syrian	male	14	adolescents		no	33.6497188	35.44287671
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	syrian	male	12	adolescents		no	33.64953963	35.44233273
2014-10-14	south	saida	LBN61001	LBN33024	Barja	syrian	male	18	youth		no	33.88979003	35.50677373
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	16	adolescents	no	no	33.62469377	35.48370908
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	19	youth	no	no	33.62376577	35.48265648
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	18	youth	no	no	33.6239104	35.48293149
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	prl	female	17	adolescents	no	no	33.62454072	35.48316585
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	13	adolescents	no	no	33.62441181	35.48350221
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	24	youth	no	no	33.62364222	35.48410563
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	female	15	adolescents	no	no	33.62374331	35.48373875
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	male	24	youth		no	33.62364901	35.48438902
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	male	18	youth		yes	33.62377348	35.48311698
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	male	23	youth		yes	33.623798	35.48319317
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	male	17	adolescents		no	33.62445724	35.48331739
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	male	19	youth		no	33.6242287	35.48310592
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	male	13	adolescents		no	33.62382176	35.48373942
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	male	16	adolescents		no	33.62380035	35.48390748
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	lebanese	male	17	adolescents		no	33.62300738	35.4846844
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	lebanese	female	43	adult	no	yes	33.64936746	35.44314595
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	lebanese	female	40	adult	no	yes	33.64929294	35.44299466
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	lebanese	female	35	adult	no	yes	33.64929814	35.44328903
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	lebanese	female	39	adult	yes	yes	33.64954436	35.44336983
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	prl	female	22	youth	yes	no	33.64941163	35.44279223
2014-10-14	beirut_lbn	chouf	LBN33024	LBN33024	Barja	lebanese	female	35	adult	no	yes	33.64962424	35.44389546
2014-10-14	beirut_lbn	chouf	LBN33109	LBN33109	Jiye	lebanese	male	18	youth		no	33.66549269	35.42600764
2014-10-14	beirut_lbn	chouf	LBN33109	LBN33109	Jiye	lebanese	male	17	adolescents		no	33.66551398	35.42598023
2014-10-14	beirut_lbn	chouf	LBN33109	LBN33109	Jiye	syrian	male	18	youth		no	33.66528381	35.42420486
2014-10-14	beirut_lbn	chouf	LBN33109	LBN33109	Jiye	syrian	male	15	adolescents		yes	33.66547534	35.4243792
2014-10-14	beirut_lbn	chouf	LBN33109	LBN33109	Jiye	syrian	male	19	youth		no	33.66531168	35.42397385
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	37	adult	yes	yes	33.62400441	35.48423588
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	23	adult	no	yes	33.62442476	35.48414159
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	37	adult	yes	yes	33.6239376	35.48399331
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	36	adult	yes	yes	33.6243888	35.48391586
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	22	youth	no	yes	33.62446185	35.48425105
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	47	adult	no	yes	33.6246499	35.48406892
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	37	adult	no	yes	33.62444756	35.48267425
2014-10-14	beirut_lbn	chouf	LBN33045	LBN33045	Chhime	syrian	female	26	adult	yes	yes	33.62501979	35.48262119
2014-10-15	akkar	akkar	LBN51252	LBN51195	Mqaible	syrian	female	26	adult	no	no	34.64091077	36.36212641
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	female	32	adult	no	no	34.62669075	36.38308712
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	female	36	adult	no	no	34.6264851	36.38317161
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	female	28	adult	no	no	34.6266252	36.38312752
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	female	20	youth	no	no	34.62512698	36.3921887
2014-10-15	akkar	akkar	LBN51252	LBN51195	Mqaible	syrian	female	14	adolescents	no	no	34.62229678	36.40668025
2014-10-15	akkar	akkar	LBN51252	LBN51195	Mqaible	syrian	male	14	adolescents		yes	34.64107425	36.36228401
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	male	12	adolescents		yes	34.62568044	36.38307333
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	male	13	adolescents		yes	34.62628327	36.38322017
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	male	14	adolescents		yes	34.62639546	36.38323834
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	female	19	youth	no	yes	34.62527174	36.39217956
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	female	18	youth	no	yes	34.62300398	36.40458109
2014-10-13	akkar	akkar	LBN51130	LBN51130	Fnaideq	lebanese	male	23	youth		no	34.47414761	36.18631331
2014-10-13	akkar	akkar	LBN51130	LBN51130	Fnaideq	lebanese	male	17	adolescents		no	34.47626697	36.18500054
2014-10-13	akkar	akkar	LBN51130	LBN51130	Fnaideq	lebanese	male	17	youth		no	34.47574432	36.18505284
2014-10-14	akkar	akkar	LBN51130	LBN51130	Fnaideq	lebanese	male	20	youth		no	34.47551373	36.18524655
2012-01-01	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	27	adult	yes	yes	34.62629252	36.10011759
2012-01-01	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	24	youth	yes	yes	34.62586731	36.08781262
2012-01-01	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	55	adult	no	yes	34.62587368	36.08788119
2012-01-01	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	20	youth	no	yes	34.62582569	36.08784322
2012-01-01	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	24	youth	no	yes	34.62586467	36.08780516
2012-01-01	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	26	adult	no	yes	34.6258329	36.08786417
2012-01-01	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	43	adult	no	yes	34.62437696	36.08759168
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	30	adult	no	yes	34.62783119	36.0961294
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	45	adult	no	yes	34.62804019	36.09597417
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	24	youth	yes	yes	34.62445236	36.08820305
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	26	adult	yes	yes	34.62810733	36.09539841
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	35	adult	no	yes	34.62826537	36.09537461
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	38	adult	yes	yes	34.62825858	36.09531778
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	40	adult	no	yes	34.62792017	36.09617966
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	33	adult	yes	yes	34.62799791	36.09540526
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	24	youth	no	yes	34.62819669	36.09549675
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	23	youth	no	yes	34.62865036	36.09920082
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	33	adult	no	yes	34.62569018	36.09166791
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	29	adult	yes	yes	34.62568219	36.08761691
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	22	youth	yes	yes	34.62581044	36.08785696
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	41	adult	no	yes	34.62590884	36.08785755
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	25	adult	no	no	34.62572942	36.08785889
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	28	adult	no	yes	34.62782096	36.09630659
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	32	adult	no	yes	34.62606424	36.10016906
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	13	adolescents	no	no	34.62517706	36.09025412
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	24	youth	no	yes	34.62510939	36.09030512
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	25	adult	yes	yes	34.62653394	36.09413256
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	18	youth	no	no	34.62616301	36.09219765
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	male	15	adolescents		no	34.62598864	36.09143578
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	male	65	adult		yes	34.62779552	36.09611322
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	male	13	adolescents		no	34.62716436	36.09061939
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	male	44	adult		yes	34.62612128	36.09234765
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	male	25	adult		yes	34.62606416	36.09233567
2014-10-16	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	14	adolescents	no	no	34.62618381	36.09238721
2014-10-16	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	syrian	female	18	youth	no	no	34.62583051	36.09245595
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	18	youth	no	no	34.62793701	36.09288066
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	25	adult	no	no	34.62793919	36.09293816
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	20	youth	no	no	34.62784757	36.09307579
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	female	23	youth	no	no	34.62724919	36.09386603
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	male	25	adult		no	34.62780898	36.09332456
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	male	26	adult		no	34.62752864	36.09337125
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	male	16	adolescents		no	34.62785675	36.09287093
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	male	28	adult		yes	34.6272587	36.09399947
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	male	15	adolescents		no	34.62930854	36.09610325
2014-10-15	akkar	akkar	LBN51273	LBN51273	Cheikh Aayash	lebanese	male	49	adult		yes	34.62919107	36.09510832
2014-10-15	akkar	akkar	LBN51252	LBN51195	Mqaible	syrian	male	45	adult		yes	34.64379163	36.36108823
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	male	30	adult		yes	34.62813943	36.38555341
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	male	22	youth		no	34.62503959	36.39245658
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	male	21	youth		no	34.62509588	36.39236505
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	male	19	youth		no	34.62090744	36.38312073
2014-10-15	akkar	akkar	LBN51252	LBN51195	Mqaible	syrian	female	32	adult	no	yes	34.64108999	36.36221785
2014-10-15	akkar	akkar	LBN51252	LBN51195	Mqaible	syrian	female	40	adult	no	yes	34.64063418	36.36248746
2014-10-15	akkar	akkar	LBN51252	LBN51195	Mqaible	syrian	female	27	adult	yes	yes	34.63482319	36.36075822
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	female	20	youth	yes	yes	34.62487412	36.39236394
2014-10-15	akkar	akkar	LBN51252	LBN51252	Wadi Khaled	syrian	female	28	adult	no	yes	34.60270148	36.43762809
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	22	youth		no	33.86744341	35.96186382
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	18	youth		no	33.86930559	35.96853418
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	14	adolescents		no	33.86949111	35.96816719
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	prs	female	15	adolescents	no	no	33.77424981	35.90531303
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	female	12	adolescents	no	no	33.7740968	35.90533172
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	13	adolescents	no	no	33.77411763	35.90529081
2014-10-15	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	lebanese	female	40	adult	no	yes	33.85515839	36.02764062
2014-10-15	bekaa	zahle	LBN25001	LBN25001	Aali en Nahri	lebanese	female	19	youth	no	no	33.85512285	36.02759804
2014-10-15	bekaa	zahle	LBN25012	LBN25034	Jdita	lebanese	female	21	youth	no	no	33.81798423	35.84711169
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	female	21	youth	no	yes	33.77084642	35.90981268
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	female	27	adult	yes	yes	33.77075996	35.9097774
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	female	37	adult	no	yes	33.77077191	35.90976164
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	female	18	youth	yes	yes	33.77179219	35.90896016
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	female	52	adult	no	yes	33.77087086	35.90970296
2014-10-15	bekaa	zahle	LBN25012	LBN25012	Chtaura	lebanese	male	63	adult		yes	33.80951163	35.85914018
2014-10-15	bekaa	zahle	LBN25012	LBN25012	Chtaura	syrian	male	13	adolescents		no	33.81623726	35.85053385
2014-10-15	bekaa	zahle	LBN25012	LBN25012	Chtaura	lebanese	male	45	adult		yes	33.81570251	35.85121477
2014-10-15	bekaa	zahle	LBN25012	LBN25034	Jdita	syrian	female	18	youth	no	no	33.81787465	35.84758004
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	38	adult		yes	33.8663271	35.98005261
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	23	youth	no	yes	33.85805244	35.96117168
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	24	youth	no	no	33.86939338	35.96782407
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	23	youth	no	yes	33.86915637	35.96757775
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	20	youth	no	no	33.77634427	35.90374885
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	20	youth	no	no	33.77626536	35.90412813
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	19	youth	no	no	33.77595856	35.90377889
2014-10-15	bekaa	zahle	LBN25012	LBN25034	Jdita	syrian	male	12	adolescents		no	33.81788843	35.847554
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	19	youth		no	33.86848954	35.96788124
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	male	16	adolescents		no	33.86932376	35.96355901
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	37	adult		yes	33.86644206	35.98061925
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	21	youth	no	yes	33.85773437	35.96134887
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	37	adult		yes	33.86902449	35.96748703
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	male	33	adult		yes	33.86930292	35.96783325
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	36	adult	no	yes	33.77385886	35.89967946
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	28	adult	no	yes	33.77462417	35.90105096
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	21	adult	yes	yes	33.773382	35.90122667
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	lebanese	female	65	adult	no	yes	33.77375873	35.90159609
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	prl	male	38	adult		no	33.77669286	35.89697785
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	50	adult	no	yes	33.86911204	35.96597656
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	25	adult	no	yes	33.86974772	35.97684237
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	syrian	female	25	adult	no	no	33.87078444	35.96657495
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	38	adult	no	no	33.86918421	35.96512604
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	33	adult	no	no	33.86939388	35.96500534
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	70	adult	no	no	33.86929301	35.97866046
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	17	adolescents	no	no	33.86936593	35.96870025
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	68	adult	no	no	33.86928429	35.96868759
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	17	adolescents	no	no	33.86903396	35.96599901
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	14	adolescents	no	no	33.86904339	35.96593799
2014-10-15	bekaa	zahle	LBN25003	LBN25003	Ablah	lebanese	female	14	adolescents	no	no	33.8690343	35.96596917
2014-10-15	bekaa	zahle	LBN25074	LBN25006	Bar Elias	syrian	male	16	adolescents		no	33.77190166	35.90884625
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	male	30	adult		yes	33.77182855	35.90899025
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	male	45	adult		yes	33.77182568	35.90893441
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	male	13	adolescents		no	33.77182153	35.90902904
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	male	17	adolescents		yes	33.77178448	35.90888478
2014-10-15	bekaa	zahle	LBN25006	LBN25006	Bar Elias	syrian	male	29	adult		yes	33.77180885	35.90902105
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	male	18	youth		yes	34.64327279	36.35217716
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	male	45	adult		yes	34.64330416	36.35239118
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	male	18	youth		yes	34.64353232	36.35252081
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	male	66	adult		yes	34.64318473	36.35264435
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	male	26	adult		yes	34.64257164	36.35213668
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	male	52	adult		yes	34.64369146	36.35314643
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	70	adult	no	no	34.64329282	36.35252167
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	26	adult	yes	no	34.6433129	36.35253165
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	26	adult	no	no	34.64340049	36.35277648
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	28	adult	yes	no	34.64311605	36.35282351
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	43	adult	yes	no	34.64276221	36.35249837
2014-10-16	akkar	akkar	LBN51252	LBN51019	Akroum	lebanese	female	27	adult	yes	no	34.6415299	36.35167041
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	30	adult	no	no	34.64386753	36.35321042
2014-10-16	akkar	akkar	LBN51252	LBN51195	Mqaible	lebanese	female	25	adult	no	no	34.64380475	36.35317295
2012-01-02	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	24	youth	no	yes	34.51684481	35.98974704
2012-01-02	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	36	adult	no	yes	34.51579012	35.99220436
2012-01-02	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	53	adult	no	yes	34.51583044	35.99204385
2014-10-16	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	44	adult	no	yes	34.4992701	36.01316549
2014-10-16	akkar	akkar	LBN51208	LBN55045	El Minie	lebanese	female	18	youth	no	no	34.48286223	35.93460996
2014-10-16	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	25	adult	no	yes	34.50459173	36.00978641
2014-10-16	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	24	youth	no	yes	34.50195411	36.01231699
2014-10-16	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	female	21	youth	no	no	34.49993131	36.01301855
2014-10-15	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	13	adolescents		no	34.50537317	36.00872744
2014-10-15	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	12	adolescents		no	34.50170362	36.01234524
2014-10-15	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	24	youth		yes	34.51579171	35.9921819
2014-10-15	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	22	youth		no	34.51584217	35.9922285
2014-10-15	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	21	youth		no	34.51581187	35.99186908
2014-10-15	akkar	akkar	LBN51208	LBN51208	Ouadi Ej jamous	lebanese	male	23	youth		no	34.49990189	36.01290322
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	14	adolescents		no	34.58580646	36.22368858
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	27	adult		yes	34.58593018	36.22384035
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	12	adolescents		no	34.58589984	36.22384253
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	34	adult		yes	34.58596722	36.22361677
2014-10-16	akkar	akkar	LBN51168	LBN51168	Khirbet Daoud	syrian	male	30	adult		yes	34.58598366	36.22375754
